Age,EdLevel,YearsCodePro,DevType,CompanySize,Salary_USD
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),21700.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),129800.0
18-35 years old,Master,11,DS/MLE,Large(>1000),165000.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),70000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),72680.0
>35 years old,Bachelor,30,DS/MLE,Small(1-99),70000.0
>35 years old,Master,32,DE/DA/BA,Medium(100-999),70800.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Medium(100-999),55199.99999999999
18-35 years old,Master,5,DE/DA/BA,Small(1-99),2832.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),2312.7999999999997
18-35 years old,Master,9,DE/DA/BA,Large(>1000),2800.0
18-35 years old,Bachelor,10,DS/MLE,Small(1-99),2740.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),21000.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),95000.0
>35 years old,Bachelor,21,DS/MLE,Large(>1000),298000.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),3500.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),114696.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),250000.0
>35 years old,Master,15,DE/DA/BA,Small(1-99),106200.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),94400.0
18-35 years old,Master,6,DS/MLE,Small(1-99),53100.0
>35 years old,Bachelor,21,DE/DA/BA,Small(1-99),36580.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),85000.0
>35 years old,Bachelor,25,DE/DA/BA,Small(1-99),64900.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),1050.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),22820.0
18-35 years old,Master,6,DS/MLE,Small(1-99),2000.0
18-35 years old,Bachelor,6,DS/MLE,Medium(100-999),1400.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),62099.99999999999
18-35 years old,Doctoral(PhD),2,DS/MLE,Medium(100-999),82600.0
18-35 years old,Master,1,DS/MLE,Large(>1000),15400.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),60000.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),69000.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),48299.99999999999
18-35 years old,Doctoral(PhD),3,DS/MLE,Medium(100-999),76700.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),70.8
>35 years old,Master,15,DS/MLE,Small(1-99),106200.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),53200.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),400.0
>35 years old,Bachelor,15,DE/DA/BA,Small(1-99),8497.18
18-35 years old,Doctoral(PhD),11,DS/MLE,Large(>1000),82600.0
>35 years old,Master,11,DE/DA/BA,Small(1-99),4283.4
18-35 years old,Master,6,DS/MLE,Small(1-99),124199.99999999999
>35 years old,Bachelor,21,DE/DA/BA,Small(1-99),5310.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),63479.99999999999
18-35 years old,Master,8,DE/DA/BA,Large(>1000),120000.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),35400.0
18-35 years old,Master,7,DS/MLE,Small(1-99),82600.0
>35 years old,Bachelor,29,DS/MLE,Large(>1000),155000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),1330.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Small(1-99),51749.99999999999
18-35 years old,Doctoral(PhD),8,DS/MLE,Medium(100-999),41300.0
>35 years old,Master,22,DS/MLE,Large(>1000),93220.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),5723.0
>35 years old,Bachelor,29,DE/DA/BA,Large(>1000),280000.0
>35 years old,Bachelor,7,DE/DA/BA,Large(>1000),99900.0
>35 years old,Master,10,DE/DA/BA,Small(1-99),78000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),36580.0
>35 years old,Master,9,DE/DA/BA,Large(>1000),135000.0
>35 years old,Bachelor,24,DE/DA/BA,Small(1-99),80000.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Small(1-99),80830.0
>35 years old,Bachelor,37,DE/DA/BA,Large(>1000),5074.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),1180.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),2124.0
18-35 years old,Master,9,DS/MLE,Medium(100-999),190000.0
>35 years old,Bachelor,20,DE/DA/BA,Small(1-99),94400.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),61050.0
>35 years old,Master,8,DE/DA/BA,Large(>1000),137000.0
18-35 years old,Master,14,DS/MLE,Large(>1000),108275.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),448.0
>35 years old,Master,10,DS/MLE,Small(1-99),187000.0
18-35 years old,Master,10,DS/MLE,Large(>1000),120000.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),56500.0
>35 years old,Doctoral(PhD),23,DS/MLE,Large(>1000),88500.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),65000.0
>35 years old,Master,19,DE/DA/BA,Large(>1000),124199.99999999999
18-35 years old,Doctoral(PhD),4,DE/DA/BA,Small(1-99),29500.0
18-35 years old,Master,Less than 1 year,DS/MLE,Medium(100-999),60180.0
18-35 years old,Master,9,DS/MLE,Large(>1000),77280.0
18-35 years old,Master,3,DS/MLE,Small(1-99),91500.0
>35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),62000.0
>35 years old,Bachelor,7,DE/DA/BA,Large(>1000),82600.0
18-35 years old,Master,12,DS/MLE,Large(>1000),88500.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),125000.0
>35 years old,Bachelor,29,DE/DA/BA,Medium(100-999),195000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),100000.0
>35 years old,Master,1,DE/DA/BA,Large(>1000),24780.0
>35 years old,Master,30,DS/MLE,Medium(100-999),7080.0
>35 years old,Master,10,DE/DA/BA,Small(1-99),62540.0
18-35 years old,Bachelor,12,DE/DA/BA,Small(1-99),85000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),68640.0
18-35 years old,Master,3,DS/MLE,Large(>1000),110600.0
>35 years old,Bachelor,48,DE/DA/BA,Small(1-99),100000.0
>35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),66080.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),75900.0
18-35 years old,Master,3,DS/MLE,Large(>1000),61360.0
>35 years old,Master,22,DS/MLE,Medium(100-999),182000.0
>35 years old,Bachelor,30,DS/MLE,Large(>1000),222000.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),85255.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),41400.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),1166.662
18-35 years old,Bachelor,20,DE/DA/BA,Large(>1000),180000.0
>35 years old,Doctoral(PhD),20,DE/DA/BA,Large(>1000),71100.0
>35 years old,Bachelor,20,DE/DA/BA,Large(>1000),130000.0
>35 years old,Master,22,DE/DA/BA,Small(1-99),225000.0
18-35 years old,Master,9,DE/DA/BA,Large(>1000),131470.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),95000.0
18-35 years old,Master,6,DS/MLE,Large(>1000),89700.0
>35 years old,Master,25,DS/MLE,Small(1-99),173000.0
18-35 years old,Master,8,DS/MLE,Large(>1000),118000.0
>35 years old,Bachelor,15,DS/MLE,Large(>1000),80040.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),72000.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),31860.0
>35 years old,Bachelor,21,DE/DA/BA,Large(>1000),112100.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),140000.0
>35 years old,Master,21,DS/MLE,Small(1-99),265000.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),35400.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),103000.0
>35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),76000.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),4985.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),85000.0
18-35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),132000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),59000.0
>35 years old,Master,15,DS/MLE,Small(1-99),74624.37999999999
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),616.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),5015.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),85000.0
>35 years old,Master,25,DE/DA/BA,Medium(100-999),172500.0
>35 years old,Master,17,DE/DA/BA,Large(>1000),174000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),56090.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),126000.0
>35 years old,Master,10,DS/MLE,Small(1-99),100000.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),33600.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),11200.0
18-35 years old,Master,4,DS/MLE,Small(1-99),1400.0
>35 years old,Doctoral(PhD),17,DS/MLE,Small(1-99),172000.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),7080.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),3332.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),88000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),76700.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),100000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),168600.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),68000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),95000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),160000.0
18-35 years old,Bachelor,12,DS/MLE,Small(1-99),165000.0
>35 years old,Bachelor,13,DE/DA/BA,Large(>1000),113000.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),55199.99999999999
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),16100.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),66560.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),50000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Small(1-99),250000.0
>35 years old,Bachelor,5,DS/MLE,Medium(100-999),10500.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),120000.0
>35 years old,Doctoral(PhD),20,DS/MLE,Medium(100-999),106200.0
>35 years old,Master,30,DE/DA/BA,Large(>1000),53100.0
18-35 years old,Master,5,DS/MLE,Large(>1000),131100.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),110000.0
>35 years old,Bachelor,20,DE/DA/BA,Small(1-99),120000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),3988.3999999999996
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),172500.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),44840.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),120000.0
18-35 years old,Bachelor,6,DS/MLE,Small(1-99),215000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),100000.0
>35 years old,Doctoral(PhD),15,DE/DA/BA,Medium(100-999),170000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),70000.0
>35 years old,Bachelor,25,DE/DA/BA,Small(1-99),4130.0
>35 years old,Bachelor,20,DE/DA/BA,Medium(100-999),86000.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),61360.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),4838.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),86000.0
>35 years old,Master,25,DS/MLE,Large(>1000),118000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),276000.0
>35 years old,Master,17,DS/MLE,Small(1-99),76700.0
>35 years old,Master,10,DE/DA/BA,Medium(100-999),70800.0
>35 years old,Doctoral(PhD),25,DS/MLE,Small(1-99),120000.0
>35 years old,Master,23,DE/DA/BA,Large(>1000),47200.0
>35 years old,Master,12,DE/DA/BA,Small(1-99),103600.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),2360.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),77880.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),4720.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),88500.0
>35 years old,Master,28,DE/DA/BA,Small(1-99),88800.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),6834.5599999999995
>35 years old,Doctoral(PhD),20,DS/MLE,Large(>1000),280000.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),137000.0
>35 years old,Master,6,DE/DA/BA,Large(>1000),2360.0
18-35 years old,Bachelor,10,DS/MLE,Medium(100-999),165000.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),7000.0
>35 years old,Bachelor,19,DE/DA/BA,Large(>1000),150000.0
>35 years old,Bachelor,24,DS/MLE,Large(>1000),177000.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),29500.0
>35 years old,Bachelor,21,DE/DA/BA,Medium(100-999),165600.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),53100.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),11480.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),40120.0
>35 years old,Bachelor,8,DE/DA/BA,Large(>1000),105000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),3304.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),4720.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),39500.0
>35 years old,Doctoral(PhD),37,DS/MLE,Large(>1000),82600.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),16800.0
>35 years old,Master,20,DE/DA/BA,Medium(100-999),98000.0
18-35 years old,Master,8,DS/MLE,Small(1-99),119000.0
18-35 years old,Bachelor,8,DS/MLE,Small(1-99),52000.0
18-35 years old,Bachelor,15,DE/DA/BA,Medium(100-999),103499.99999999999
>35 years old,Master,21,DE/DA/BA,Small(1-99),150000.0
>35 years old,Bachelor,27,DE/DA/BA,Large(>1000),130000.0
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),346009.0
18-35 years old,Doctoral(PhD),9,DS/MLE,Medium(100-999),180000.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Small(1-99),15340.0
>35 years old,Master,24,DS/MLE,Small(1-99),450000.0
18-35 years old,Master,6,DS/MLE,Large(>1000),100300.0
>35 years old,Master,14,DE/DA/BA,Medium(100-999),84960.0
>35 years old,Doctoral(PhD),20,DS/MLE,Medium(100-999),35400.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,15,DS/MLE,Large(>1000),182900.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Large(>1000),230000.0
18-35 years old,Bachelor,6,DS/MLE,Medium(100-999),280000.0
>35 years old,Master,14,DS/MLE,Large(>1000),345000.0
>35 years old,Bachelor,30,DE/DA/BA,Large(>1000),98000.0
>35 years old,Doctoral(PhD),14,DE/DA/BA,Large(>1000),129800.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),99000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),3360.0
>35 years old,Master,10,DS/MLE,Large(>1000),195000.0
>35 years old,Master,3,DS/MLE,Large(>1000),118400.0
18-35 years old,Doctoral(PhD),9,DS/MLE,Large(>1000),52439.99999999999
18-35 years old,Master,10,DE/DA/BA,Small(1-99),42000.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),28700.0
>35 years old,Master,25,DE/DA/BA,Small(1-99),2950.0
>35 years old,Master,5,DS/MLE,Large(>1000),94400.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),28000.0
>35 years old,Doctoral(PhD),21,DE/DA/BA,Small(1-99),82600.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),4130.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),560.0
>35 years old,Master,15,DS/MLE,Small(1-99),165600.0
18-35 years old,Master,3,DS/MLE,Small(1-99),29500.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),14000.0
>35 years old,Master,9,DS/MLE,Medium(100-999),101480.0
>35 years old,Bachelor,17,DE/DA/BA,Medium(100-999),155400.0
>35 years old,Master,18,DS/MLE,Large(>1000),88500.0
18-35 years old,Master,2,DS/MLE,Large(>1000),1652.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),18200.0
18-35 years old,Master,3,DS/MLE,Small(1-99),4838.0
>35 years old,Bachelor,6,DS/MLE,Medium(100-999),7080.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Medium(100-999),120000.0
>35 years old,Doctoral(PhD),30,DE/DA/BA,Large(>1000),118000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),150000.0
18-35 years old,Bachelor,7,DS/MLE,Medium(100-999),84960.0
>35 years old,Master,10,DS/MLE,Large(>1000),150000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),95000.0
18-35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),175000.0
>35 years old,Master,37,DE/DA/BA,Small(1-99),200000.0
>35 years old,Doctoral(PhD),10,DS/MLE,Medium(100-999),7080.0
18-35 years old,Master,1,DS/MLE,Small(1-99),74000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),133200.0
>35 years old,Master,15,DE/DA/BA,Small(1-99),79156.79999999999
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),88800.0
18-35 years old,Bachelor,15,DE/DA/BA,Small(1-99),66600.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),100000.0
>35 years old,Bachelor,24,DE/DA/BA,Large(>1000),195000.0
>35 years old,Bachelor,6,DE/DA/BA,Small(1-99),54000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),96940.0
>35 years old,Bachelor,4,DE/DA/BA,Large(>1000),197500.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),11452.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),101360.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Small(1-99),59200.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),32500.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),21000.0
18-35 years old,Master,8,DS/MLE,Large(>1000),30800.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),29400.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),5950.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),105000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),36918.0
18-35 years old,Master,4,DS/MLE,Small(1-99),16800.0
>35 years old,Master,5,DE/DA/BA,Large(>1000),4720.0
18-35 years old,Master,4,DS/MLE,Large(>1000),50740.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),5500.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),6964.36
18-35 years old,Master,2,DS/MLE,Medium(100-999),46020.0
>35 years old,Doctoral(PhD),4,DE/DA/BA,Small(1-99),75900.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),6018.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),37760.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),10150.0
>35 years old,Master,10,DS/MLE,Large(>1000),88500.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),11984.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),74520.0
18-35 years old,Master,4,DS/MLE,Small(1-99),46846.0
18-35 years old,Master,6,DS/MLE,Large(>1000),5900.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),7700.0
>35 years old,Master,12,DE/DA/BA,Small(1-99),36263.759999999995
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),170000.0
>35 years old,Bachelor,22,DE/DA/BA,Small(1-99),96200.0
18-35 years old,Master,1,DS/MLE,Large(>1000),30680.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),53100.0
>35 years old,Master,6,DE/DA/BA,Medium(100-999),82600.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),2607.7999999999997
>35 years old,Master,1,DS/MLE,Large(>1000),106200.0
18-35 years old,Master,5,DS/MLE,Small(1-99),41300.0
18-35 years old,Master,2,DS/MLE,Small(1-99),19031.039999999997
18-35 years old,Bachelor,7,DS/MLE,Large(>1000),22400.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),56640.0
18-35 years old,Bachelor,6,DS/MLE,Medium(100-999),3080.0
18-35 years old,Master,9,DS/MLE,Small(1-99),4012.0
>35 years old,Master,11,DE/DA/BA,Medium(100-999),56640.0
18-35 years old,Master,1,DS/MLE,Small(1-99),49679.99999999999
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),18200.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),1400.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),96600.0
18-35 years old,Doctoral(PhD),9,DS/MLE,Large(>1000),86940.0
>35 years old,Master,9,DE/DA/BA,Small(1-99),55755.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),5310.0
>35 years old,Bachelor,20,DE/DA/BA,Medium(100-999),130000.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),26600.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),103499.99999999999
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),28000.0
>35 years old,Bachelor,21,DE/DA/BA,Medium(100-999),6608.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),18970.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),185000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),73140.0
18-35 years old,Master,7,DE/DA/BA,Small(1-99),1100.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Large(>1000),92040.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),3304.0
>35 years old,Doctoral(PhD),16,DS/MLE,Large(>1000),165600.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),25200.0
>35 years old,Bachelor,3,DS/MLE,Small(1-99),120000.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),3000.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),88500.0
>35 years old,Master,25,DE/DA/BA,Small(1-99),180000.0
>35 years old,Master,10,DS/MLE,Large(>1000),43283.7
>35 years old,Master,21,DE/DA/BA,Medium(100-999),100049.99999999999
18-35 years old,Bachelor,13,DE/DA/BA,Medium(100-999),5310.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Small(1-99),2065.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),44840.0
18-35 years old,Bachelor,11,DE/DA/BA,Small(1-99),42480.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),155000.0
18-35 years old,Bachelor,4,DS/MLE,Medium(100-999),4484.0
18-35 years old,Doctoral(PhD),15,DS/MLE,Medium(100-999),85320.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),106200.0
18-35 years old,Doctoral(PhD),1,DS/MLE,Large(>1000),300000.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),4720.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),82600.0
>35 years old,Master,10,DS/MLE,Small(1-99),82600.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),8260.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),80000.0
18-35 years old,Bachelor,12,DS/MLE,Small(1-99),180000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),59000.0
>35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),2360.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),78440.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),115000.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Small(1-99),155000.0
>35 years old,Master,9,DS/MLE,Large(>1000),122000.0
>35 years old,Bachelor,44,DE/DA/BA,Small(1-99),190000.0
>35 years old,Master,13,DS/MLE,Large(>1000),102000.0
>35 years old,Doctoral(PhD),9,DS/MLE,Small(1-99),82800.0
18-35 years old,Doctoral(PhD),1,DS/MLE,Small(1-99),59201.99999999999
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),84968.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),70000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),330000.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),79000.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),83200.0
18-35 years old,Master,7,DS/MLE,Large(>1000),85000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),3500.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),160000.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),67260.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),180000.0
18-35 years old,Master,9,DS/MLE,Small(1-99),275000.0
18-35 years old,Bachelor,11,DE/DA/BA,Large(>1000),97000.0
18-35 years old,Master,7,DE/DA/BA,Medium(100-999),79060.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),80000.0
>35 years old,Master,13,DS/MLE,Small(1-99),175000.0
18-35 years old,Master,6,DE/DA/BA,Large(>1000),103690.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Small(1-99),49000.0
>35 years old,Doctoral(PhD),20,DS/MLE,Large(>1000),335000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),119000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),225000.0
>35 years old,Doctoral(PhD),10,DS/MLE,Medium(100-999),97940.0
>35 years old,Bachelor,19,DE/DA/BA,Large(>1000),156000.0
>35 years old,Bachelor,17,DS/MLE,Medium(100-999),3200.0
>35 years old,Bachelor,6,DE/DA/BA,Small(1-99),71000.0
>35 years old,Master,4,DE/DA/BA,Small(1-99),118000.0
18-35 years old,Doctoral(PhD),1,DS/MLE,Small(1-99),88000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),75900.0
>35 years old,Master,20,DE/DA/BA,Medium(100-999),241499.99999999997
