Age,EdLevel,YearsCodePro,DevType,CompanySize,Salary_USD
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),100000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),60000.0
>35 years old,Master,20,DE/DA/BA,Large(>1000),188800.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),75050.0
18-35 years old,Master,5,DS/MLE,Small(1-99),67150.0
18-35 years old,Master,3,DS/MLE,Large(>1000),59472.0
18-35 years old,Bachelor,10,DS/MLE,Large(>1000),185000.0
18-35 years old,Bachelor,8,DS/MLE,Large(>1000),301000.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),110000.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Small(1-99),44160.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),74000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),135000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),150000.0
>35 years old,Bachelor,6,DS/MLE,Large(>1000),111000.0
18-35 years old,Bachelor,10,DE/DA/BA,Small(1-99),247500.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),63640.0
>35 years old,Bachelor,16,DE/DA/BA,Large(>1000),148000.0
>35 years old,Master,11,DE/DA/BA,Large(>1000),194000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),57670.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),61050.0
>35 years old,Master,15,DS/MLE,Small(1-99),200000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),125000.0
>35 years old,Bachelor,16,DE/DA/BA,Large(>1000),165000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),55300.0
>35 years old,Master,40,DS/MLE,Large(>1000),300000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),102860.0
18-35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),134680.0
18-35 years old,Master,9,DE/DA/BA,Small(1-99),106200.0
>35 years old,Master,4,DE/DA/BA,Large(>1000),44400.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),170000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),197.5
18-35 years old,Master,5,DS/MLE,Small(1-99),134250.0
>35 years old,Master,19,DS/MLE,Large(>1000),292000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),100000.0
>35 years old,Bachelor,7,DE/DA/BA,Small(1-99),76700.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),200000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),1680.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),46200.0
>35 years old,Bachelor,6,DE/DA/BA,Small(1-99),103600.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),8750.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),28000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),158000.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),68600.0
>35 years old,Bachelor,20,DE/DA/BA,Medium(100-999),111000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),144000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),25200.0
>35 years old,Bachelor,10,DE/DA/BA,Large(>1000),83620.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),6300.0
18-35 years old,Master,9,DE/DA/BA,Large(>1000),141600.0
18-35 years old,Master,9,DE/DA/BA,Medium(100-999),100300.0
>35 years old,Bachelor,33,DE/DA/BA,Medium(100-999),159100.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),150000.0
>35 years old,Bachelor,30,DS/MLE,Large(>1000),123900.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),14000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),108000.0
>35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),82600.0
>35 years old,Master,12,DS/MLE,Small(1-99),84960.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),75900.0
>35 years old,Bachelor,32,DE/DA/BA,Large(>1000),47200.0
18-35 years old,Master,7,DE/DA/BA,Medium(100-999),210000.0
18-35 years old,Master,6,DS/MLE,Large(>1000),70800.0
>35 years old,Master,20,DE/DA/BA,Large(>1000),118000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),49560.0
>35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),106200.0
>35 years old,Master,15,DE/DA/BA,Medium(100-999),106200.0
>35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),88500.0
>35 years old,Master,10,DS/MLE,Medium(100-999),101480.0
>35 years old,Master,19,DE/DA/BA,Medium(100-999),66080.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),47200.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),21240.0
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),44840.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Small(1-99),14160.0
>35 years old,Master,4,DS/MLE,Small(1-99),88320.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),67850.0
18-35 years old,Master,9,DE/DA/BA,Medium(100-999),100300.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),76700.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),47200.0
18-35 years old,Master,3,DS/MLE,Small(1-99),74340.0
>35 years old,Master,10,DS/MLE,Medium(100-999),82600.0
18-35 years old,Master,10,DS/MLE,Large(>1000),82575.22
>35 years old,Master,8,DS/MLE,Medium(100-999),118000.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),70800.0
18-35 years old,Master,2,DS/MLE,Large(>1000),35400.0
>35 years old,Master,5,DE/DA/BA,Medium(100-999),96599.99999999999
18-35 years old,Master,2,DS/MLE,Medium(100-999),118000.0
18-35 years old,Master,9,DE/DA/BA,Medium(100-999),67260.0
18-35 years old,Master,7,DE/DA/BA,Medium(100-999),57525.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),66080.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),99120.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),120360.0
18-35 years old,Master,1,DS/MLE,Large(>1000),60180.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),138000.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),118001.18
>35 years old,Master,19,DS/MLE,Large(>1000),106436.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),55460.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),49560.0
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),46020.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),42480.0
>35 years old,Master,2,DE/DA/BA,Small(1-99),46020.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),94400.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),61360.0
>35 years old,Master,10,DE/DA/BA,Medium(100-999),68440.0
18-35 years old,Master,6,DS/MLE,Large(>1000),88500.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),19600.0
18-35 years old,Master,5,DS/MLE,Small(1-99),53100.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),73160.0
18-35 years old,Master,5,DS/MLE,Small(1-99),60770.0
>35 years old,Bachelor,16,DE/DA/BA,Large(>1000),59000.0
18-35 years old,Master,12,DE/DA/BA,Large(>1000),193199.99999999997
>35 years old,Master,16,DE/DA/BA,Large(>1000),137724.0
>35 years old,Master,24,DS/MLE,Large(>1000),94400.0
18-35 years old,Master,2,DS/MLE,Small(1-99),35400.0
18-35 years old,Master,6,DE/DA/BA,Medium(100-999),120059.99999999999
18-35 years old,Master,9,DS/MLE,Large(>1000),165600.0
>35 years old,Master,12,DE/DA/BA,Medium(100-999),182900.0
18-35 years old,Master,6,DS/MLE,Small(1-99),59000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),29500.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),82600.0
18-35 years old,Master,3,DS/MLE,Large(>1000),88500.0
>35 years old,Master,28,DE/DA/BA,Small(1-99),76700.0
18-35 years old,Master,8,DE/DA/BA,Medium(100-999),80240.0
>35 years old,Master,5,DS/MLE,Small(1-99),62099.99999999999
18-35 years old,Master,6,DS/MLE,Large(>1000),112100.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),63720.0
>35 years old,Bachelor,7,DS/MLE,Medium(100-999),125579.99999999999
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),7000.0
>35 years old,Bachelor,11,DE/DA/BA,Medium(100-999),82600.0
>35 years old,Master,5,DE/DA/BA,Medium(100-999),23600.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),78660.0
>35 years old,Bachelor,28,DE/DA/BA,Medium(100-999),69384.0
18-35 years old,Master,9,DE/DA/BA,Large(>1000),60719.99999999999
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),28320.0
18-35 years old,Master,5,DS/MLE,Small(1-99),117299.99999999999
>35 years old,Bachelor,20,DE/DA/BA,Large(>1000),118000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),51611.99999999999
>35 years old,Master,3,DE/DA/BA,Small(1-99),41300.0
>35 years old,Master,14,DE/DA/BA,Large(>1000),106200.0
>35 years old,Bachelor,32,DE/DA/BA,Small(1-99),59000.0
>35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),50740.0
>35 years old,Master,15,DE/DA/BA,Medium(100-999),70800.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),129719.99999999999
>35 years old,Bachelor,18,DE/DA/BA,Small(1-99),59000.0
>35 years old,Master,12,DE/DA/BA,Large(>1000),94400.0
>35 years old,Master,12,DE/DA/BA,Large(>1000),40710.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),125080.0
>35 years old,Master,20,DE/DA/BA,Small(1-99),147500.0
>35 years old,Master,13,DE/DA/BA,Medium(100-999),77280.0
18-35 years old,Master,6,DE/DA/BA,Medium(100-999),110399.99999999999
18-35 years old,Master,6,DE/DA/BA,Small(1-99),84960.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),138000.0
>35 years old,Master,14,DS/MLE,Small(1-99),70800.0
18-35 years old,Master,2,DS/MLE,Small(1-99),66080.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),59000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),94400.0
18-35 years old,Master,6,DS/MLE,Small(1-99),53100.0
18-35 years old,Master,6,DS/MLE,Small(1-99),53100.0
>35 years old,Master,14,DE/DA/BA,Medium(100-999),224939.99999999997
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),75900.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),70800.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),28910.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),33600.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),86940.0
>35 years old,Master,28,DE/DA/BA,Large(>1000),116820.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),35400.0
>35 years old,Master,4,DS/MLE,Small(1-99),70800.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),89700.0
18-35 years old,Master,1,DS/MLE,Large(>1000),56640.0
18-35 years old,Master,7,DE/DA/BA,Medium(100-999),100300.0
>35 years old,Master,2,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),124199.99999999999
18-35 years old,Master,6,DS/MLE,Small(1-99),345000.0
>35 years old,Bachelor,35,DS/MLE,Small(1-99),138000.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),89907.0
>35 years old,Bachelor,5,DE/DA/BA,Small(1-99),41400.0
18-35 years old,Bachelor,12,DS/MLE,Large(>1000),112000.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),56640.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),7000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),123900.0
>35 years old,Master,30,DE/DA/BA,Large(>1000),86140.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),70800.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),4200.0
18-35 years old,Master,4,DS/MLE,Large(>1000),62709.92
>35 years old,Bachelor,8,DS/MLE,Large(>1000),100300.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),95000.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),31152.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),99120.0
18-35 years old,Bachelor,7,DS/MLE,Small(1-99),123900.0
18-35 years old,Master,10,DE/DA/BA,Small(1-99),118000.0
>35 years old,Master,10,DE/DA/BA,Small(1-99),118400.0
18-35 years old,Master,7,DS/MLE,Large(>1000),82800.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),68440.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),51920.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),53926.0
>35 years old,Bachelor,5,DE/DA/BA,Large(>1000),140000.0
18-35 years old,Master,3,DS/MLE,Small(1-99),124199.99999999999
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),96599.99999999999
>35 years old,Master,14,DE/DA/BA,Large(>1000),108560.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),36580.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),82600.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),120000.0
>35 years old,Master,10,DS/MLE,Large(>1000),156975.0
>35 years old,Master,7,DS/MLE,Small(1-99),82600.0
>35 years old,Master,1,DE/DA/BA,Medium(100-999),44400.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),76700.0
>35 years old,Bachelor,27,DE/DA/BA,Large(>1000),70800.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),94400.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),47200.0
>35 years old,Master,6,DS/MLE,Large(>1000),94400.0
18-35 years old,Master,2,DS/MLE,Small(1-99),35400.0
>35 years old,Master,13,DE/DA/BA,Small(1-99),53100.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),150000.0
>35 years old,Master,13,DE/DA/BA,Small(1-99),49560.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),62099.99999999999
18-35 years old,Master,11,DS/MLE,Small(1-99),61360.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),100300.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),66080.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),82800.0
18-35 years old,Master,5,DS/MLE,Large(>1000),324300.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),4071.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Large(>1000),42090.0
18-35 years old,Master,4,DS/MLE,Small(1-99),34220.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),96599.99999999999
>35 years old,Master,23,DE/DA/BA,Large(>1000),150000.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),48299.99999999999
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),106200.0
>35 years old,Master,30,DE/DA/BA,Medium(100-999),74520.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Large(>1000),48299.99999999999
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),280000.0
>35 years old,Bachelor,9,DE/DA/BA,Large(>1000),106650.0
>35 years old,Master,7,DS/MLE,Large(>1000),280000.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),117299.99999999999
>35 years old,Bachelor,15,DE/DA/BA,Medium(100-999),210000.0
>35 years old,Master,12,DE/DA/BA,Medium(100-999),260000.0
>35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),130000.0
18-35 years old,Bachelor,8,DE/DA/BA,Small(1-99),120000.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),79000.0
18-35 years old,Master,6,DS/MLE,Large(>1000),100000.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),140000.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),100000.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),200000.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),120000.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),109000.0
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),74000.0
18-35 years old,Master,2,DS/MLE,Small(1-99),64900.0
>35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),94400.0
18-35 years old,Master,3,DS/MLE,Small(1-99),96599.99999999999
18-35 years old,Master,3,DS/MLE,Medium(100-999),59000.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Small(1-99),50000.0
>35 years old,Bachelor,5,DE/DA/BA,Large(>1000),70000.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),86140.0
>35 years old,Master,11,DE/DA/BA,Large(>1000),135000.0
>35 years old,Master,7,DS/MLE,Small(1-99),197500.0
>35 years old,Bachelor,13,DE/DA/BA,Large(>1000),116000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),64900.0
18-35 years old,Master,10,DE/DA/BA,Medium(100-999),112100.0
>35 years old,Bachelor,13,DS/MLE,Medium(100-999),181000.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),90000.0
18-35 years old,Bachelor,8,DS/MLE,Medium(100-999),88000.0
18-35 years old,Bachelor,12,DE/DA/BA,Small(1-99),81420.0
>35 years old,Master,10,DS/MLE,Large(>1000),367000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),150000.0
>35 years old,Master,5,DE/DA/BA,Medium(100-999),200000.0
18-35 years old,Master,8,DS/MLE,Large(>1000),120000.0
>35 years old,Bachelor,7,DE/DA/BA,Large(>1000),195000.0
>35 years old,Bachelor,34,DE/DA/BA,Medium(100-999),125000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),85000.0
18-35 years old,Master,8,DS/MLE,Small(1-99),158000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),34220.0
>35 years old,Bachelor,13,DE/DA/BA,Large(>1000),165000.0
>35 years old,Master,22,DE/DA/BA,Large(>1000),252000.0
>35 years old,Master,19,DS/MLE,Large(>1000),142140.0
>35 years old,Master,8,DE/DA/BA,Medium(100-999),82600.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),270000.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),137000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),121000.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),56000.0
18-35 years old,Bachelor,10,DS/MLE,Large(>1000),80240.0
>35 years old,Master,8,DE/DA/BA,Large(>1000),125000.0
>35 years old,Bachelor,25,DE/DA/BA,Medium(100-999),325000.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),48000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),66567.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),54280.0
>35 years old,Master,15,DE/DA/BA,Large(>1000),130508.0
>35 years old,Master,17,DE/DA/BA,Medium(100-999),190000.0
>35 years old,Bachelor,33,DE/DA/BA,Large(>1000),105000.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),61360.0
>35 years old,Master,6,DS/MLE,Large(>1000),130000.0
>35 years old,Bachelor,12,DS/MLE,Medium(100-999),200000.0
>35 years old,Master,32,DE/DA/BA,Medium(100-999),112100.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),100000.0
18-35 years old,Master,Less than 1 year,DS/MLE,Large(>1000),28000.0
>35 years old,Bachelor,3,DS/MLE,Large(>1000),85000.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),118000.0
>35 years old,Master,11,DS/MLE,Large(>1000),206000.0
18-35 years old,Bachelor,9,DS/MLE,Small(1-99),185000.0
>35 years old,Bachelor,9,DE/DA/BA,Large(>1000),224000.0
18-35 years old,Master,7,DS/MLE,Small(1-99),53100.0
>35 years old,Bachelor,1,DE/DA/BA,Large(>1000),85000.0
>35 years old,Master,20,DE/DA/BA,Large(>1000),50000.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),68400.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),44840.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),370000.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),19600.0
>35 years old,Bachelor,27,DE/DA/BA,Large(>1000),157000.0
18-35 years old,Master,10,DE/DA/BA,Small(1-99),200.0
>35 years old,Bachelor,14,DE/DA/BA,Large(>1000),206500.0
>35 years old,Bachelor,40,DE/DA/BA,Large(>1000),264900.0
18-35 years old,Master,10,DS/MLE,Medium(100-999),75402.0
>35 years old,Master,7,DS/MLE,Medium(100-999),180000.0
>35 years old,Master,7,DS/MLE,Medium(100-999),86900.0
>35 years old,Bachelor,10,DE/DA/BA,Large(>1000),155000.0
>35 years old,Master,6,DS/MLE,Large(>1000),120000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),53129.99999999999
>35 years old,Master,12,DE/DA/BA,Large(>1000),500000.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),77000.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),110399.99999999999
18-35 years old,Bachelor,15,DE/DA/BA,Small(1-99),168000.0
>35 years old,Master,15,DS/MLE,Large(>1000),182000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),82600.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),250000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),130000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),225000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),285000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),117299.99999999999
18-35 years old,Master,9,DS/MLE,Medium(100-999),146150.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),103440.0
>35 years old,Bachelor,5,DS/MLE,Large(>1000),131000.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),94400.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),140000.0
>35 years old,Bachelor,7,DS/MLE,Large(>1000),109740.0
>35 years old,Master,8,DS/MLE,Small(1-99),180000.0
>35 years old,Bachelor,22,DE/DA/BA,Medium(100-999),145000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),92040.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),200000.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),64169.99999999999
18-35 years old,Master,1,DE/DA/BA,Medium(100-999),170000.0
18-35 years old,Bachelor,9,DE/DA/BA,Medium(100-999),55460.0
>35 years old,Bachelor,8,DE/DA/BA,Large(>1000),150000.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),211000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),240000.0
>35 years old,Master,16,DS/MLE,Medium(100-999),118000.0
>35 years old,Master,13,DS/MLE,Large(>1000),117710.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),82600.0
18-35 years old,Master,5,DS/MLE,Small(1-99),70800.0
18-35 years old,Master,12,DE/DA/BA,Medium(100-999),220000.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),74000.0
18-35 years old,Bachelor,6,DS/MLE,Small(1-99),180000.0
>35 years old,Master,23,DE/DA/BA,Large(>1000),155000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),210000.0
18-35 years old,Bachelor,10,DS/MLE,Medium(100-999),146000.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),355000.0
>35 years old,Master,17,DE/DA/BA,Large(>1000),295000.0
>35 years old,Bachelor,8,DE/DA/BA,Large(>1000),53100.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),102000.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),215000.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),102000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),63200.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),130000.0
>35 years old,Bachelor,12,DE/DA/BA,Large(>1000),125000.0
18-35 years old,Master,8,DE/DA/BA,Medium(100-999),250000.0
>35 years old,Master,17,DS/MLE,Large(>1000),200000.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),180000.0
18-35 years old,Bachelor,8,DS/MLE,Medium(100-999),135000.0
18-35 years old,Master,3,DS/MLE,Large(>1000),130000.0
>35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),135000.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),160000.0
>35 years old,Master,11,DE/DA/BA,Small(1-99),450000.0
>35 years old,Bachelor,34,DE/DA/BA,Large(>1000),200000.0
>35 years old,Master,5,DE/DA/BA,Large(>1000),115000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),145000.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),125000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),155000.0
>35 years old,Bachelor,26,DE/DA/BA,Small(1-99),64900.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),136400.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),70800.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),53100.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),125000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),145000.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),49560.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),72800.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),55460.0
>35 years old,Master,50,DS/MLE,Large(>1000),165000.0
>35 years old,Master,5,DE/DA/BA,Medium(100-999),162000.0
18-35 years old,Bachelor,13,DE/DA/BA,Small(1-99),221200.0
>35 years old,Master,11,DE/DA/BA,Large(>1000),84500.0
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),42008.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),70800.0
>35 years old,Master,10,DE/DA/BA,Medium(100-999),130000.0
>35 years old,Bachelor,25,DE/DA/BA,Small(1-99),117299.99999999999
>35 years old,Master,23,DS/MLE,Large(>1000),197500.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),170000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),61360.0
18-35 years old,Master,4,DS/MLE,Large(>1000),64900.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),12000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),125000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),270000.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),30000.0
18-35 years old,Bachelor,13,DE/DA/BA,Medium(100-999),120000.0
>35 years old,Bachelor,27,DE/DA/BA,Medium(100-999),250000.0
>35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),94800.0
>35 years old,Master,23,DS/MLE,Large(>1000),208000.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),110000.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),164600.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),206000.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),49560.0
>35 years old,Master,25,DS/MLE,Small(1-99),68730.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),125000.0
>35 years old,Master,19,DE/DA/BA,Large(>1000),197000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),75000.0
>35 years old,Master,30,DS/MLE,Small(1-99),250000.0
>35 years old,Bachelor,1,DE/DA/BA,Large(>1000),81000.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),220000.0
